ligandID,SMILES,maxring,numring,PDBs,PDBs_num
DV0,CC1C(=O)NCc2cccc(c2)CC(=O)NC(C(=O)NC(C(=O)NCCCCC(C(=O)N1)NC(=N)N)CCCCN)CCCCN,23,2,6kk6,1
DW4,c1ccc(cc1)COC(=O)NC2Cc3cn(nn3)CCNC(=O)CCC(NC(=O)C(NC2=O)CC4CCCCC4)CO,17,4,6bid,1
DW7,c1ccc(cc1)COC(=O)NC2Cc3cn(nn3)CCCNC(=O)CCC(NC(=O)C(NC2=O)CC4CCCCC4)CO,18,4,6bib,1
E21,CCC1C=CC=CCC(C(C(C(=O)C(C(C(C(=O)C(C(C(C=CC(=O)OC2C(C(CC1O)OC3(C2C)CCC(C(O3)CC(C)O)C)C)C)O)C)C)O)C)(C)O)O)C,26,3,5bqj,1
E26,CCNc1cc2c(c(c1)O)C(=O)OC(C(C=CC(=O)C(C(CC=C2)O)O)C)C,14,2,6i1s,1
E4A,CC(C)c1cccc(c1)C2(CC2)NCC(C3Cc4cccc(c4)OCCCCNc5cc(cc(c5)C(=O)C)C(=O)N3)O,16,5,5qco,1
E4G,CC(C)c1cccc(c1)CNCC(C2Cc3cccc(c3)OCCCCOc4cc(cc(c4)OCC(=O)C)C(=O)N2)O,16,4,5qcp,1
E4H,CCC1C(C=CC(=O)C(CC(C(C(C(=O)O1)C)O)C)C)C,12,1,2hfk,1
E4W,Cc1c-2c(nn1C)CSCc3cc(n(n3)C)CSc4cc5ccccc5c(c4)OCCCc6c7ccc(c2c7n(c6C(=O)O)C)Cl,21,7,6fs0,1
E4Y,CCCCNC(=O)C(C)CC(C1CC(CCCCCN(C(=O)c2cc(cc(c2)OCC)C(=O)N1)CC)C)O,15,2,5qct,1
E51,CCCCNC(=O)C(C)CC(C1CC(CCc2cccc(c2)CS(=O)(=O)CC(C(=O)N1)C)C)O,14,2,5qcu,1
E53,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OCCO)C)C)O)OC)C)C)C)OC,29,4,6l3a,1
E5A,CC1C(=O)NC(Cc2cccc(c2)OCCCCCC(=O)N1C)C(CNCc3cccc(c3)C(C)C)O,16,3,5qcv,1
E5D,CCN1CCCCCC(CC(NC(=O)c2cccc(c2)C1=O)C(CNCc3cccc(c3)C(C)C)O)C,15,3,5qcx,1
E5P,CC1CCCCCN(C(=O)c2cc(cc(c2)C(=O)NC(C1)C(CNCc3cccc(c3)C(C)C)O)c4ncco4)C(C)c5ccccc5,15,5,5qcy,1
E5V,COCc1cc2cc(c1)NCCCCOc3cccc(c3)CC(NC2=O)C(C4COC(CN4)COC)O,16,4,5qcz,1
E5Y,CCCc1cc(n[nH]1)CNCC(C2CC(CCCCCCOCC(=O)N(C(C(=O)N2)C)C)C)O,16,2,5qd0,1
E61,CC1CCOCCCCNc2cc(cc(c2)C(=O)NC(C1)C(CNCc3cccc(c3)C(C)C)O)COC,16,3,5qd1,1
E62,CC1CCC(=O)C(C(CC=Cc2cc(cc(c2C(=O)OC1C)O)NC)O)O,14,2,5hze,1
E6J,CC(C)c1cccc(c1)CNCC(C2Cc3cccc(c3)OCCCCOc4cc(cc(c4)C(=O)N2)COC)O,16,4,5qd2,1
E6M,CC1CCCCCCCNc2cc(cc(c2)C(=O)NC(C1)C(CNCc3cccc(c3)C(C)C)O)COC,16,3,5qd3,1
E6P,CC1CCOCCCCNc2cc(cc(n2)Cl)C(=O)NC(C1)C(CNCc3cccc(c3)C(C)C)O,16,3,5qd5,1
E6S,CC1CCCCCCCCC(=O)N(C(C(=O)NC(C1)C(CNCc2cccc(c2)C(C)C)(O)O)C)C,16,2,5qd6,1
E6V,CC1CCCCCCCCC(=O)N(C(C(=O)NC(C1)C(CNC2CC(Oc3c2cc(cc3)C(C)C)(C)C)O)C)C,16,3,5qd8,1
E6Y,CC1CCCCCCOCC(=O)N(C(C(=O)NC(C1)C(CNC2(CC2)c3cccc(c3)C(C)(C)C)O)C)C,16,3,5qd9,1
E74,CC(C)c1cccc(c1)CNCC(C2Cc3cccc(c3)CCCCNc4cc(cc(n4)OC)C(=O)N2)O,15,4,5qda,1
E77,CN(C)C(=O)c1cc2cc(c1)OCCCCOc3cccc(c3)CC(NC2=O)C(CO)O,16,3,5qdc,1
E7A,CC1CCCCCCCOc2cc(cc(c2)C(=O)N(C)C)C(=O)NC(C1)C(CO)O,16,2,5qdd,1
EB4,c1cc(c(c(c1)O)O)C(=O)NC2COC(=O)C(COC(=O)C(COC2=O)NC(=O)c3cccc(c3O)O)NC(=O)c4cccc(c4O)O,12,4,6i2j 2kt4 3tlk 6gi1 4zfx 2lbv 6r1f 6q5e 3cmp 2xuz,10
EBU,c1ccc(cc1)CC(C(=O)NC2Cc3cn(c4c3cccc4)CCCCC5(CCCN5C(=O)C(NC2=O)CCCNC(=N)N)C(=O)NC(Cc6c[nH]c7c6cccc7)C(=O)O)N,15,7,5mwj,1
EF4,CCC1CCC2C(C(C(C3(O2)CCC(C(O3)CC(C)O)C)C)OC(=O)C=CC(C(C(C(=O)C(C(C(C(=O)C(C(C(CC=CC=C1)C)O)C)C)O)C)C)O)C)C,26,3,5bqa,1
EFB,CCC1CCC2C(C(C(C3(O2)C(=O)CC(C(O3)CC(C)O)C)C)OC(=O)C=CC(C(C(C(=O)C(C(C(C(=O)C(C(C(CC=CC=C1)C)O)(C)O)C)O)C)C)O)C)C,26,3,5bq6,1
EFO,CCC1CCC2C(C(C(C3(O2)CCC(C(O3)CC(C)O)C)C)OC(=O)C=CC(C(C(C(=O)C(C(C(C(=O)C(C(C(CC=CC=C1)C)O)(C)O)C)O)C)C)O)C)C,26,3,4f4s 3wgv 5bps 4wq0 6cp5,5
EGF,Cc1cc(no1)C(=O)NC(C(C)C)C(=O)NC2C(OCCC=CCOC(=O)C=CC(NC2=O)CC3CCNC3=O)c4ccccc4,15,4,6lka,1
EM1,CCC1C2(C(C(C(=O)C(CC(C(C(C(=O)C(C(=O)O1)(C)F)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCn4cc(nn4)c5cccc(c5)N)C,14,5,4www,1
EMK,CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)CCCc4cn(nn4)C(CF)C(c5ccc(cc5)S(=O)(=O)C)O)O)(C)O)C)C)C)O)(C)O,15,5,3ow2,1
EN3,c1cc2cc(c1)OCCC=CCCOc3cccc(c3)CC(=O)Nc4nnc(s4)CCCCc5ccc(nn5)NC(=O)C2,31,6,6lox,1
ENE,C1C=CCOC2C1OC3CC4C(C=CC5C(O4)CC=CC(C(O5)CO)O)OC3C2O,8,5,2z92,1
EP,Cc1nc(cs1)C=C(C)C2CC3C(O3)CCCC(C(C(C(=O)C(C(CC(=O)O2)O)(C)C)C)O)C,16,3,4o4l 1tvk 4i50 4o4i 5w3h,5
EPB,Cc1nc(cs1)C=C(C)C2CC3C(O3)(CCCC(C(C(C(=O)C(C(CC(=O)O2)O)(C)C)C)O)C)C,16,3,5mlv 1q5d 7dae 6s8m,4
EPD,Cc1nc(cs1)C=C(C)C2CC=C(CCCC(C(C(C(=O)C(C(CC(=O)O2)O)(C)C)C)O)C)C,16,2,1pkf 7dad,2
ER5,c1cc(ccc1CCSc2c(c(c(c(c2F)F)S(=O)(=O)N)NC3CCCCCCCCCCC3)F)C(=O)O,12,3,6g98,1
ERB,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)C,14,3,3zkp,1
ERN,CCC1C(C(C(C(C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)N)C)O)(C)O,14,3,2o43,1
ERY,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,14,3,5igp 4zjl 4zjo 4zjq 1jzy 3j7z 5igy 5igt 4m83 1yi2 3j5l 5jte 2j0d 5ju8 2iyf 4wfn 3aoc 5yk2 6s0x 6s0z 4v7x 4v7u 6vkt 3frq 5iwu 5ih0,26
ETK,c1cc(ccc1CCSc2c(c(c(c(c2F)F)S(=O)(=O)N)NC3CCCCCCC3)F)C(=O)O,8,3,6g9u,1
EVB,c1c(cc2c(c1Cc3cc(cc(c3O)Cc4cc(cc(c4O)Cc5cc(cc(c5O)Cc6cc(cc(c6O)Cc7cc(cc(c7O)Cc8cc(cc(c8O)Cc9cc(cc(c9O)C2)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)O)S(=O)(=O)O,32,9,6rsi 6rsk 6rsj 7alf 7alg 7bad 6sth 6gd6 6gd8 6y0j 6haj 6rsl 6z62 6z60 6gd7 6gd9 6gda 6z5q 6z5p 6z5w 6z5z 6z5x 6z5g 6z5m,24
EXW,CC1=CCCC(=C(CC2(CCC(C2CC1)C(=C)C)C)F)C,11,2,6ggi,1
EY5,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)O)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)C,14,3,2jjo,1
EYO,C1COCCOCCOCCOCCO1,15,1,6lzx,1
EZ5,CC1C2CCC(C2=CC3(C(CC(=C3C(C1O)OC4C(C(C(C(O4)COC(C)(C)C=C)O)O)O)C(C)CNC(=O)C)O)C)COC,8,4,6ghp,1
EZA,CCCCC=CC(=O)NC(Cc1cc(cc(c1)F)F)C(=O)NC2COC(=O)C3CC(CN3C(=O)C(NC(=O)C4CCCCN4C(=O)C5CCCN5C2=O)C)C,16,5,6cfd,1
F0E,c1cnc(nc1)c2ccc(cc2)N3CCN(CC3)C(=O)CN4CCC(C4)C(=O)Nc5ccc6c(c5)c(n[nH]6)c7ccnc(c7)C(=O)NCCCNC(=O)OC8CCCCCCC8,8,8,6gjd,1
F0H,c1cc(c(cc1C(CO)N2C=CC(=CC2=O)c3ccnc(n3)Nc4ccnc(c4)C#CCCNC(=O)OC5CCCC=CCC5)F)Cl,8,5,6gjb,1
F4O,Cc1c2c(c3c(c1OC(=O)C)c(c(c(c3O)C)OC)C(=O)C(=CC(C(C(C(C(C(C(C(C(C=CC=C(C(=O)N2)C)C)O)C)O)C(=O)OC)O)C)O)(C)O)C)O,23,4,6m4p,1
F5S,CC1CC2C(O2)C=CC=CC(=NOCc3ccc(cc3)OC)Cc4cc(cc(c4C(=O)O1)O)O,14,4,6cjp,1
F8Z,CC1CN(C(=O)c2cc(ccc2OC1CN(C)Cc3ccc4c(c3)OCO4)NC(=O)Nc5ccc(cc5)OC)C(C)CO,8,5,6gr8 6gra,2
F9K,CN1CCCC(C1=O)C(=O)NC2CCCCCCCNc3ccc(cc3S(=O)(=O)NC(=O)C4(CC4C=C)NC(=O)C5CC(CN5C2=O)OC(=O)N6Cc7cccc(c7C6)F)F,20,7,4a92,1
FB,CC(CO)(C(C12C(=O)NC(C(=CC=O)CCO1)(C(=O)N2)O)O)O,8,3,1xpr,1
FB9,COCC1C(C2N1CC(C(CN(C2)C(=O)Nc3ccc(cc3)OC4CC4)O)O)c5ccc(cc5)C#Cc6ccccc6,8,6,7by6,1
FC7,CC1C2CCC(C2=CC3(C4C(CCO4)C(=C3C(C1O)OC5C(C(C6C(O5)COC(O6)(C)C)O)O)C(C)C)C)COC,8,6,3smn 3spr,2
FEZ,CC1=CCCC(C=CC(C(C1)OC(=O)c2ccc(cc2)O)C(C)C)(C)O,10,2,5ick,1
FI8,CCc1c(c(c(c(c1Cl)O)Cl)O)C(=O)OC2C(OC(C(C2O)OC)OCC3=CC=CCC(C(=CC(C(C(=CC(=CCC(OC3=O)C(C)O)C)C)OC4C(C(C(C(O4)(C)C)OC(=O)C(C)C)O)O)CC)C)O)C,18,4,6fbv 6bzo 6c06,3
FJA,CC1C2CCC(C2=CC3(C(CC(=C3C(C1O)O)C(C)C)O)C)COC,8,3,3smm 3smo,2
FK5,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,21,4,1bkf 3uqb 3uqa 3ihz 4lax 4nnr 3o5r 4odr 4odo 5hw8 5hwc 4dz2 4dz3 1q6i 2vn1 5d75 5hua 3vaw 6vrx 1tco 6tz8 6tz6 6tz7 3uf8 1yat 6mke 1fkj 1fkf 5b8i 6j2m 2fke,31
FKA,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CCOC(=O)NCc4ccccc4)O)C)C(=CC5CCC(C(C5)OC)O)C)O)C)OC)OC,21,5,1a7x,1
FL5,CCn1c-2c(nn1)-c3ccc(cc3-c4c(nnn4CC)-c5c2cc(cc5)N(C)C)[N+](C)(C)C,8,5,6h22,1
FLI,CCCCCCC1C(CC(CC(CC(CC(CC(CC(C(=CC=CC=CC=CC=CCC(OC1=O)C)C)O)O)O)O)O)O)O,28,1,3aba,1
FNH,CCCC(C(=O)C(=O)NCC(=O)NC(c1ccccc1)C(=O)O)NC(=O)C2Cc3cccc(c3)CCCCCCCC(=O)NC(C(=O)N2)C4CCCCC4,17,4,2a4q,1
FPD,CC(CO)(C(C12C(=O)NC(C(CCO1)CSc3cccc(c3)C=O)(C(=O)N2)O)O)O,8,4,1xpu,1
FSC,CC1C2CCC(C2=CC3(C(CC(=C3C(C1O)OC4C(C(C(C(O4)COC(C)(C)C=C)O)OC(=O)C)O)C(C)COC(=O)C)O)C)COC,8,4,6y4k 3iqv 5d3f 6zfg 5mxo 5nwk 3p1s 3p1q 3p1o 2o98 4jdd 1o9f 1o9e,13
FUQ,O[Mo]1(O[Mo](O[Mo](O[Mo](O[Mo](O1)(O)(O)(O)O)(O)(O)(O)O)(O)(O)(O)O)(O)(O)(O)O)(O)(O)O,10,1,6gx4 6h74 6h73 6h6w 6h8b 6h8h,6
FW1,CC1C2CCC(C2=CC3(C(CC(=C3C(C1O)O)C(C)COC(=O)C)O)C)COC,8,3,3sml,1
FWQ,c1c(cc2c(c1Cc3cc(cc(c3O)Cc4cc(cc(c4O)Cc5cc(cc(c5O)Cc6cc(cc(c6O)Cc7cc(cc(c7O)C2)S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-])O)S(=O)(=O)[O-],24,7,6rgi 6hah,2
G19,CC1C=CC23CC(C(=O)C2C1(C(CC(C(C3C)O)(C)C=C)OC(=O)NC(=O)c4ccc(nn4)N)C)O,8,4,2ogm,1
G34,CC1CCC23CCC(=O)C2C1(C(CC(C(C3C)O)(C)C=C)OC(=O)CSC4CC5CCC(C4)N5C)C,8,5,2ogo,1
G4B,CCCCCCC=CCC(=O)NC(Cc1ccc(cc1)O)C(=O)NC(C(C)C)C(=O)NC2CCC(=O)NC(C(=O)NC(C(=O)OC2)Cc3ccc(cc3)O)C(C)C,12,3,6hgy,1
G80,CC1CCC23CCC(=O)C2C1(C(CC(C(C3C)O)(C)C=C)OC(=O)CSC4CCNCC4)C,8,4,2ogn,1
GBT,Cc1c2c(cc(n1)N)OCCC=CCCCOc3cc(ccc3Cn4cc(cn4)C(=O)NC2)Cn5cccn5,20,5,5tjx,1
GDM,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)OC)C)OC)OC(=O)N)C)C)O)OC,19,2,1yet 2yga 2ygf 2yge 2weq 1a4h 2exl 2esa 3c11 4xdm,10
GDT,CCCCCCCC=CC=CC(=O)NC(C(C)O)C(=O)NC1CC(CCNC(=O)C=CC(NC1=O)C)O,12,1,3bdm,1
GGF,c1nc2c(n1C3C(C4C(O3)COP(=O)(OC5C(COP(=O)(O4)O)OC(C5F)n6cnc7c6N=C(NC7=O)N)O)F)N=C(NC2=O)N,12,7,6ydb,1
GK7,Cc1c(nc2cc(ccc2n1)OC)OC3CC4C(=O)NC5(CC5C=CCCCCCC(C(=O)N4C3)NC(=O)C(C(C)(C)C)NC(=O)OC)C(=O)NS(=O)(=O)C6(CC6)C,15,6,6diq,1
GKA,Cc1c(nc2cc(ccc2n1)OC)OC3CC4C(=O)NC5(CC5C=CCCCCCC(C(=O)N4C3)NC(=O)C(C(C)(C)C)NC(=O)C)C(=O)NS(=O)(=O)C6(CC6)C,15,6,6div 6dir,2
GKG,Cc1c(nc2cc(ccc2n1)OC)OC3CC4C(=O)NC5(CC5C=CCCCCCC(C(=O)N4C3)NC(=O)OC(C)(C)C(F)(F)F)C(=O)NS(=O)(=O)C6(CC6)C,15,6,6diw 6dis,2
GKJ,CCCCCOC(=O)NC1CCCCCC=CC2CC2(NC(=O)C3CC(CN3C1=O)Oc4c(nc5ccc(cc5n4)OC)C)C(=O)NS(=O)(=O)C6(CC6)C,15,6,6dit,1
GKM,Cc1c(nc2cc(ccc2n1)OC)OC3CC4C(=O)NC5(CC5C=CCCCCCC(C(=O)N4C3)NC(=O)OC6(CCCC6)C)C(=O)NS(=O)(=O)C7(CC7)C,15,7,6diu 6pj1,2
GR6,COc1ccc2c(c1)OCCC=CCCCCN(S2(=O)=O)CC(C(Cc3ccccc3)NC(=O)OC4COC5C4CCO5)O,13,5,3i6o,1
GR7,COc1ccc2c(c1)COCC=CCCCCN(S2(=O)=O)CC(C(Cc3ccccc3)NC(=O)OC4COC5C4CCO5)O,13,5,5wlo,1
GX2,O[Mo]12O[Mo]345O[Mo]6(O3)(O[Mo]78(O1)O[Mo]9(O7)(O[Mo]13(O2)O[Mo](O1)(O4)(O[Mo]124(O[Mo]7(O[Mo]%10(O6)(O[Mo](O8)(O%10)(O[Mo]6(O7)(O9)(O[Mo](O3)(O6)(O1)(O)O)O)(O)O)(O[Mo](O5)(O2)(O4)(O)O)O)O)O)(O)O)(O)O)(O)O,8,30,6h8h,1
GXO,CCC1CC(CCC=CC2CC2(NC(=O)C3CC(CN3C(=O)C1NC(=O)OC(C)(C)C(F)(F)F)Oc4c5cc(c(cc5ccn4)OC)F)C(=O)NS(=O)(=O)C6(CC6)C)C,15,6,7d5l,1
GYN,CC1CC2CCC(C(=CC3C(=C(CCC34CCCN=C4CCC=C(C1O2)C)C5CC(C(=O)O5)C)C)C)O,15,5,2x00,1
GZX,Cc1nc(cs1)C=C(C)C2CC3C(O3)(CCCC(C(C(C(=O)C(C(CC(=O)N2)O)(C)C)C)O)C)C,16,3,7daf,1
H01,Cc1c2[nH]c(c1CCC(=O)O)C=C3C(=C(C(=Cc4c(c(c([nH]4)C=C5C(=C(C(=C2)N5)S(=O)(=O)O)C)S(=O)(=O)O)C)N3)C)CCC(=O)O,16,5,2q2o 2q2n,2
H02,CCc1c(c2[nH]c1C=C3C(=C(C(=Cc4c(c(c([nH]4)C=C5C(=C(C(=C2)N5)C)CCC(=O)O)CCC(=O)O)C)N3C)CC)C)C,16,5,2q3j,1
H11,CCCC1(C(=O)N=C(S1)NC2CCCCCCC2)C,8,2,3byz,1
H7D,C1CCCC(C(CC1)C(=O)O)NS(=O)(=O)N2CCCC2,8,2,6dpz,1
H8Q,CCC1C(=O)N2CCCC2C(=O)N(C(C(=O)N3CC(C(=O)CC3C(=O)NC(C(=O)OC(C(C(=O)N1)NC(=O)c4c(cccn4)O)C)c5ccccc5)CSC6CN7CCC6CC7)Cc8ccc(cc8)N(C)C)C,19,9,6zse 6zsd 6zsg 6zsa 6zsc 6zsb 6i9r 6zs9,8
H8T,CC1C=CC(=O)NCC=CC(=CC(CC(=O)Cc2nc(co2)C(=O)n3cccc3C(=O)OC1C(C)C)O)C,23,3,6i9r,1
HBB,CC(C)CCN(CC(C1Cc2ccc(cc2)OCCCC(=O)NC(C(=O)N1)C(C)C)O)S(=O)(=O)c3ccccc3,15,4,1z1h,1
HBH,CC(C)CCN(CC(C1Cc2ccc(cc2)OCCCC(=O)NC(C(=O)N1)CC(=O)N)O)S(=O)(=O)c3ccccc3,15,4,1z1r,1
HMY,CC1CC=CC(=O)C(C(CC2C(O2)c3cc(cc(c3C(=O)O1)O)OC)O)O,14,3,3c9w,1
HOS,CCC(=C(C(=O)NC(=CC(=O)O)C(=O)O)NC(=O)C1C=CCN1C(=O)C2C(Oc3cc(cc(c3O)Cl)C(C(C(=O)NC(C(=O)N2)C(=C)C)NC)O)(C)CC)C,13,3,3du7,1
HVT,CC(C)C1C(=O)NCCCCCCCCCCCC(=O)NC(C(CC(=O)N1)O)Cc2ccc3ccccc3c2,21,3,6qbg,1
HWE,CC(C)C1C(=O)NCCCCCCCCCCCC(=O)NC(C(CC(=O)N1)O)Cc2ccccc2,21,2,6qcb,1
HY5,CC1C2CCC(C2=CC3(C(CC(=C3C(C1O)OC4C(C(C(C(O4)COC(C)(C)C=C)O)O)O)C(C)CNC(=O)C5CC5)O)C)COC,8,5,6qds 6qdu,2
I21,CC1(Cc2cccc(c2)C=CC(=NC(=O)c3cc(cc(c3)c4ccccc4C#N)COC1=O)c5ccccc5)N,16,5,2qzk,1
I4I,CC1C(C(NC(=O)C(C(OC(=O)C(OC1=O)C(C)C)C)NC(=O)c2c(cccn2)O)Cc3cccnc3)O,12,3,4bgi,1
IB8,CN(C)CCN(C)C1Cn2c3cc(ccc3c(c2-c4ccccc4OC1)C5CCCCC5)C(=O)O,8,5,2xwy,1
ILV,CC(C)C1C(=O)NC(Cc2c[nH]c3c2c(ccc3)N1C)CO,9,3,4yla 4yzl,2
INU,c1ccc(cc1)S(=O)(=O)Nc2cccc(c2)C(C3CC3)C4=C(C5=C(CCCCCC5)OC4=O)O,8,5,7upj,1
IV7,Cc1c-2c(n(n1)C)CN(C(=O)c3ccc(cc3C(Oc4cc2cnc4N)C)F)C,12,4,4cmu,1
IVM,CCC(C)C1C(CCC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)O)OC)OC)C)C,16,7,3jaf 5vdi 5vdh 6vm3 6vm2 6vm0 3rhw 3rif 3ria 3ri5 4wvd,11
J18,Cc1cccc(c1C)c2ccc(cc2)C3C4CN(CCCCN4C3CO)S(=O)(=O)c5ccccc5C(F)(F)F,8,5,6byz,1
J22,Cc1cccc(c1C)c2ccc(cc2)C3C4CN(CCCCN4C3CO)S(=O)(=O)c5nccn5C,8,5,6mq3 6eds,2
J2A,c1nc(c2c(n1)n(cn2)C3C(C4C(O3)COP(=O)(OC5C(C(COP(=O)(O4)S)OC5n6cnc7c6NC(=NC7=O)N)O)S)O)N,13,7,6ea8,1
J3W,CC(C)C1C(=O)NCC=CCc2ccc(cc2)CC(C(=O)N1)(CCCN(Cc3ccc(cc3)c4cccs4)NC(=O)C(C(C)(C)C)NC(=O)OC)O,15,5,4cpx,1
J48,c1cc2nc3c1ccc(n3)NC(=O)OCCC=CCCOC(=O)Nc4ccc5ccc(nc5n4)C[NH2+]C2,25,5,6qit 6qiq 6qir 6qis,4
J4H,c1cc2nc3c1ccc(n3)NC(=O)OCCCNCCCOC(=O)Nc4ccc5ccc(nc5n4)C[NH2+]C2,26,5,6qiv,1
J7Q,O[Mo]O[Mo]1(O[Mo](O[Mo](O[Mo](O1)([O])([O])([O])O[Mo]([O])([O])([O])[O])([O])([O])([O])[O])([O])([O])([O])O[Mo]([O])([O])[O])[O],8,1,6h8b,1
J99,CC1c2cc(ccc2C(=O)N(Cc3c(c(nn3C)C4CC4)-c5cc(c(nc5)N)O1)C)F,12,5,4ctc,1
JAS,CC1CCC=Cc2nc(co2)-c3nc(co3)-c4nc(co4)C(C(C(=O)CC(CC(CC(=O)OC1CC(C(C)CCC(=O)C(C)C(CC=CN(C)CO)OC)OC)O)O)C)OC,25,4,1qz6,1
JOS,CC1CC(C(C(C(CC(=O)OC(C=CC=CCC1O)C)OC(=O)C)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)OC(=O)CC(C)C)(C)O)N(C)C)O)CC=O,16,3,2o44,1
JQV,CC1C(CC=Cc2nc(co2)-c3nc(co3)-c4nc(co4)C(C(C(=O)CC(CC(CC(=O)OC1CC(C(C)CCC(C(C)C(C(C)C=CN(C)C=O)OC(=O)C)OC(=O)C(COC)OC)OC)O)S)C)OC)OC,25,4,6mgo,1
JT8,c1ccc(cc1)CC2C(CC(=O)NC(C(=O)NCCCCCCCCCCCCCC(=O)N2)Cc3ccccn3)O,23,3,6r61,1
JVQ,CCN1Cc2cc3c(cc2NCCC1=O)OCO3,8,3,6r9u 6ra1,2
JZB,c1c(c2c(c(c1O)Cl)CC(=NOCC(=O)N3CCCCC3)C=CCCC=CCCOC2=O)O,14,3,3inw,1
JZC,c1c(cc(c2c1CC(=NOCC(=O)N3CCCCC3)C=CCCC=CCCOC2=O)O)O,14,3,3inx,1
JZH,c1ccc2c(c1)-c3ccnc4c3c(c[nH]4)C(C(=O)N2)c5ccc(cc5)O,8,5,3jy9,1
JZT,CC1(CC(=O)N(C(=O)C1)CC(C(C)(C)C)NC(=O)NC2CCCCCCCCCC(NC(=O)C3C4C(C4(C)C)CN3C2=O)C(C(=O)NCC=C)O)C,16,4,3knx,1
K0X,c1cc(ccc1CNC(=O)c2cnc3nc2NCCCCC(C(=O)NCCCCCCN3)N)F,18,3,5k0x,1
K3G,O=[Mo]123O[Mo]45(=O)O[Mo]6(=O)(O1)O[Mo]78(=O)O[Mo]91(=O)(O6)O[P+]6%10O[Mo]%11%12(=O)(O2)O[Mo](=O)(O3)(O9)O[Mo]2(=O)(O1)O[Mo]1(=O)(O%11)O[Mo](=O)(O4)(O%12)O[Mo](=O)(O6)(O5)(O7)O[Mo](=O)(O%10)(O2)(O1)O8,8,15,4b1a,1
KAB,CC1CC(CC(=O)OC(C(C(CC=Cc2nc(co2)-c3nc(co3)-c4nc(co4)C(C(C(C1)O)C)OC)OC)C)CC(C(C)CCC(=O)C(C)C(C(C)C=CN(C)CO)OC)OC)OC(N)O,25,4,1qz5 2q36 4k41,3
KAR,CCC1(CC2CC(c3c(c4ccccc4[nH]3)CCN(C2)C1)(c5cc6c(cc5OC)N(C7C68CCN9C8C(CC71C(=O)N(C(=O)O1)CCCl)(C=CC9)CC)C)C(=O)OC)O,9,10,1xa5,1
KC1,CCC1=C(c2cc3c(c(c4n3[Mg]n5c(cc1n2)c(c6c5c(c7nc(c4)C(=C7C=CC(=O)O)C)C(C6=O)C(=O)OC)C)C)C=C)C,10,7,6ly5 6l4t 6l4u 6a2w 6jlu,5
KC2,Cc1c2cc3nc(c4c5c(c(c6n5[Mg]n2c(c1C=C)cc7nc(c6)C(=C7C)C=C)C)C(=O)C4C(=O)OC)C(=C3C)C=CC(=O)O,10,7,6a2w 6jlu,2
KJE,CCC1=CC2CC(C3=Nc4ccccc4C3CC[N+](=C1)C2)C(=O)OC,9,4,6rt8,1
KNG,Cc1c(c2c3c(cc(c2O)NC(=O)C(=CCCC(C(C(C(C(C(C(C(C=COC4(C(=O)c3c1O4)C)OC5CC6C(C(O5)C)OCO6)C)OC(=O)C)C)O)C)O)C(C)OC(=O)C(C)(C)CC(=O)O)C)O)O,24,7,6cuu 6cux 6cce 6dcf,4
