ligandID,SMILES,maxring,numring,PDBs,PDBs_num
Q7Q,CN1CCCNCc2c[nH]c3c2c(ncn3)Nc4ccc(c(c4)OCC1=O)OCCOC,16,4,6z56 6z4y,2
Q7Z,CN1CCCN(C(=O)COc2cc(ccc2OCCOC)Nc3c4c(c[nH]c4ncn3)C1)C,16,4,6z5b 6z53,2
Q8B,CN1CCCN(C(=O)COc2cc(ccc2OCC(=O)NC3CCCC3)Nc4c5c(c[nH]c5ncn4)C1)C,16,5,6z5a 6z51,2
Q8K,c1cc-2cc(c1)C(=O)NCCN(C=CN(c3ccn4c(c2cn4)n3)CCO)C5CC5,15,5,6z5e,1
Q8Q,CN1CCNc2ccn3c(n2)c(cn3)-c4cccc(c4)C(=O)NCC1,15,4,6z5d,1
Q8T,CN1CCN(CC1)c2ccc3cc2OCC(=O)N(CCCN(Cc4c[nH]c5c4c(ncn5)N3)C)C,16,5,6z52,1
Q8W,c1cc-2cc(c1)OC=CN(CCNc3ccn4c(c2cn4)n3)CCN5CCOCC5,14,5,6z57,1
Q98,c1cc-2cc(c1)C(=O)NCCOCCNc3ccn4c(c2cn4)n3,15,4,6z59,1
Q9B,c1cc-2cc(c1)C(=O)NCCCCCNc3ccn4c(c2cn4)n3,15,4,6z58,1
Q9E,CC(=O)N1CCCC1C(=O)NC2COC(=O)c3ccccc3CSCC(NC2=O)C(=O)N(C)C,12,3,6z6a,1
QDW,CN1CCS(=O)(=O)Nc2cc(cnc2OC)N3CCOc4c3cc(cc4)C1,13,4,6zad,1
QEV,Cc1c(ncn1c2cccc(c2F)Cl)C(=O)NC3CCCC(C(=O)Nc4cc(ccc4-c5ccnc3c5)NC(=O)OC)C,12,5,5qtu,1
QEY,CC1CCCC(c2cc(ccn2)-c3ccc(cc3NC1=O)NC(=O)OC)NC(=O)c4cnn(c4N)c5cccc(c5F)Cl,12,5,5qtt,1
QKH,COCC1C2C(C(C(O1)OC3C(OC(C(C3O)OC)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6OC)O)OC7C(OC(C(C7OC)OC)OC8C(OC(O2)C(C8O)OC)CO)CO)CO)CO)CO)CO)OC)O,35,21,2qkh,1
QLD,CCOC(=O)C1CCCCC(c2[nH]cc(n2)-c3ccc(cc3N1)NC(=O)OC)NC(=O)C=Cc4cc(ccc4n5cnnn5)Cl,12,5,5qtx,1
QLE,CCC1C(C=CC(=O)C(CC(C(C(C(=O)O1)C)OC(=O)CCN(C)C)C)C)C,12,1,4b7d 4b7s,2
QLJ,CCOC(=O)C1CCCCC(c2cc(ccn2)-c3ccc(cc3N1)NC(=O)OC)NC(=O)C=Cc4cc(ccc4n5cnnn5)Cl,12,5,5qty,1
QLM,COC(=O)C1CCCCC(c2[nH]c(cn2)-c3ccc(cc3N1)NC(=O)OC)NC(=O)C=Cc4cc(ccc4n5cnnn5)Cl,12,5,5qtw,1
QLS,COC(=O)Nc1ccc-2c(c1)NC(CCCCC(c3[nH]c2cn3)NC(=O)C=Cc4cc(ccc4n5cnnn5)Cl)C(F)(F)F,12,5,5qtv,1
QQ7,C1N2C3C4N(C2=O)CN5C6C7N(C5=O)CN8C9C2N(C8=O)CN5C8C%10N(C5=O)CN5C%11C%12N(C5=O)CN5C%13C%14N(C5=O)CN5C%15C(N1C5=O)N1CN3C(=O)N4CN6C(=O)N7CN9C(=O)N2CN8C(=O)N%10CN%11C(=O)N%12CN%13C(=O)N%14CN%15C1=O,8,21,6s99 6su0 3q6e 6f7w 6f7x 6zuk 6zum 6zul,8
QR8,CC1CC(C(=O)C(C(C(C(OC(=O)C(C(C(C1O)C)O)C)C)C)O)C)C,14,1,6zi7 6zi2 6zhz,3
R1Q,CCC1(CC2CC(c3c(c4ccccc4[nH]3)CCN(C2)C1)(c5cc6c(cc5OC)N(C7C68CCN9C8C(C=CC9)(C(C7(C(=O)OC)O)OC(=O)C)CC)C=O)C(=O)OC)O,9,9,7a69,1
R27,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=NNC(=O)C)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,21,4,6vcu 6vct 6vcv,3
R3B,COc1ccc(cc1OC)CCC2c3cccc(c3)OCCCOc4c(cc(cc4OC)C(C(=O)N5CCCCC5C(=O)O2)C6CCCCC6)OC,19,7,7a6x,1
R3E,COc1ccc(cc1OC)CCC2c3cccc(c3)OCC=CCOCCOc4c(cc(cc4OC)C(C(=O)N5CCCCC5C(=O)O2)C6CCCCC6)OC,23,7,7a6w,1
RAD,CCOC1CC2CCC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(CC(=O)C(C=C(C(C(C(=O)C(CC(C=CC=CC=C1C)C)C)OC)O)C)C)C(C)CC4CCC(C(C4)OC)O)O)C,29,4,1nsg 2fap,2
RAP,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC,29,4,1z58 5flc 1c9h 4drj 4drh 4dri 5gpg 1pbk 1fap 4qt3 4qt2 2vcd 2dg4 2dg3 2dg9 5hkg 1fkl 1fkb 3kz7 6m4w 6m4v 6m4u,22
RBT,Cc1c(c2c3c4c1OC(C4=O)(OC=CC(C(C(C(C(C(C(C(C=CC=C(C(=O)NC(=C5C3=NC6(N5)CCN(CC6)CC(C)C)C2=O)C)C)O)C)O)C)OC(=O)C)C)OC)C)O,24,6,2a68 6bec 4cp3,3
RCD,C(C1C2C(C(C(O1)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC7C(OC(C(C7O)O)OC8C(OC(C(C8O)O)OC9C(OC(O2)C(C9O)O)CO)CO)CO)CO)CO)CO)CO)O)O)O,40,30,3edk,1
RDC,CC1CC2C(O2)C=CC=CC(=O)Cc3c(c(cc(c3Cl)O)O)C(=O)O1,14,3,1u0z 3cgy 1bgq 2wer 2zbk 6cjl 2hkj 4egk 2q8i,9
RDI,CC1CC2C(O2)CCCCC(=O)CC3C(C(=O)CC(=O)C3Cl)C(=O)O1,14,3,1qy8,1
RFP,Cc1c(c2c3c4c1OC(C4=O)(OC=CC(C(C(C(C(C(C(C(C=CC=C(C(=O)Nc(c2O)c(c3O)C=NN5CCN(CC5)C)C)C)O)C)O)C)OC(=O)C)C)OC)C)O,24,6,1skx 2hw2 1ynn 6brd 5hv1 5uhg 5uhd 5uhb 5uhc 5uh6 5kox 6ccv 6bed 5uah 5ual 5uac 3aob 3aod 1i6v 4kmu,20
RFV,Cc1c(c2c3c(cc(c2O)NC(=O)C(=CC=CC(C(C(C(C(C(C(C(C=COC4(C(c3c1O4)O)C)OC)C)OC(=O)C)C)O)C)O)C)C)O)O,24,5,6beb 4oir,2
RGA,CC1C=CC(CC(C(C2CC(=CC(=O)O2)CC(CC(=CC=CC(=O)OC(C(C=CC(CC1OC)OC)C)C(C)C(C(C)CCC(=O)C(C)C(CC=CN(C)C=O)OC)OC)C)OC)C)OC)OC,26,2,2asm,1
RGC,CC1C=CC(CC(C(C2CC(=CC(=O)O2)CC(CC(=CC=CC(=O)OC(C(C=CC(CC1OC)OC)C)C(C)C(C(C)CCC(=O)C(C)C(CCC(=O)O)OC)OC)C)OC)C)OC)OC,26,2,2asp,1
RH9,CC(CCC(=O)C(C)C(CC=CN(C)C=O)OC)C(CC1C(C(Cc2nc(co2)C(CC=CC=CC(CC(CC(=O)OC(C(C(Cc3nc(co3)C(CC=CC=CC(CC(CC(=O)O1)O)OC)OC)O)(C)C)CC(C(C)CCC(=O)C(C)C(CC=CN(C)C=O)OC)OC)O)OC)OC)O)(C)C)OC,38,3,2vyp,1
RHM,CC1CNCCN2CC(N[Rh+2]23(N1)N=C4c5ccccc5-c6ccccc6C4=N3)C,8,6,454d,1
RIF,CC1C=CC=C(C(=O)NC2=C(C3C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)COC(=O)CC5=CN(C=CC5)C)C)OC)C)C(=C2N6CCOCC6)O)O)C,24,7,1fi1,1
RIN,C1CCCCCNC(=O)C(CCCC1)N,13,1,1kbc,1
RLZ,CC1CCC=C(CC(C(=O)NC(C(=O)N(C(C(=O)NC(CC(=O)O1)c2ccc(cc2)O)Cc3c[nH]c4c3cccc4)C)CCCCNC(=O)CCC(=O)Nc5cc(ccc5N=Nc6cc(c(c(c6)OC)OC)OC)OC)C)C,19,6,7ahq 7ahn,2
ROM,CC1(C(C(C(C(O1)OC23C=CC=C2c4cc5ccc4C3Oc6c(cc(cc6Cl)C(CC(=O)OCC5OC(=O)c7cc(cc8c7NC(=O)C(=C)O8)OC)[NH3+])O)O)O)N(C)C)C,16,11,1hzl,1
ROX,CCC1C(C(C(C(=NOCOCCOC)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,14,3,1jzz,1
RPT,Cc1c(c2c3c4c1OC(C4=O)(OC=CC(C(C(C(C(C(C(C(C=CC=C(C(=O)Nc(c2O)c(c3O)C=NN5CCN(CC5)C6CCCC6)C)C)O)C)O)C)OC(=O)C)C)OC)C)O,24,7,2a69 6beh,2
RQK,CC1CC2C(=O)OC(C(=O)N(C(C(=O)N(C(C(=O)NC(=C)C(=O)N2C1)C)O)C(C(=O)N)O)C)C,15,2,7alr,1
RRS,CC(C)CC(CC(=O)NO)C(=O)NC1Cc2cn(c3c2cccc3)CCCCCCNC1=O,13,3,1mmq,1
RSS,CC(C)CC(CC(=O)O)C(=O)NC1Cc2cn(c3c2cccc3)CCCCCCNC1=O,13,3,1mmp,1
RTQ,COc1ccc(cc1OC)CCC2c3cccc(c3)OCC(=O)NCC(=O)NC(C(=O)N4CCCCC4C(=O)O2)C5CCCCC5,17,5,7aot,1
RTT,COc1ccc(cc1OC)CCC2c3cccc(c3)OCC(=O)NC4(CC4)C(=O)NC(C(=O)N5CCCCC5C(=O)O2)C6CCCCC6,17,6,7aou,1
RU6,CCC1C2(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC3CC(C(C(O3)C)O)(C)OC)C)OC4C(C(CC(O4)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCn5cc(nc5)c6cccnc6)C,14,6,2o45,1
RXM,Cc1ccn2c(c1)nc3c2c4c(c5c3c6c(c(c5O)C)OC(C6=O)(OC=CC(C(C(C(C(C(C(C(C=CC=C(C(=O)N4)C)C)O)C)O)C)OC(=O)C)C)OC)C)O,24,6,6bee,1
S1A,CC1C=CC(C(CCCCC(OC(=O)C(C2(C(C(C(C1O2)C)O)OC)O)C)c3ccccc3)OC)OC,16,3,3jrx 3gid 1w96,3
S1S,c1ccc2c(c1)cccc2CC3CC=CC(C(C(=O)NC4(CCCCC4)C(=O)NC(C(=O)NC3)CC(=O)N)CC(=O)O)c5ccc(cc5)C(C(=O)O)C(=O)O,15,5,2aob 2aoa,2
S43,CC(C)C1C(=O)NCCCCCCCCCCCOC(=O)NC(C(CC(=O)N1)O)Cc2ccccc2,22,2,6qbh,1
S5W,COc1ccc(cc1OC)CCC2c3cccc(c3)OCCOc4c(cc(cc4OC)C(C(=O)N5CCCCC5C(=O)O2)C6CCCCC6)OC,18,7,7awx,1
S8N,CC1(C(=O)NC(C(=O)N2CCCCC2C(=O)OC(c3cccc(c3)OCC(=O)N1C)CCc4ccc(c(c4)OC)OC)C5CCCCC5)C,17,5,7awf,1
SB1,CC1(COC(=O)CCCCCCCCCCCOC(=O)C2CCCCN2C(=O)C1=O)C,21,2,1fki,1
SFA,CCC1CC(C2(C(C(C(C(O2)CC(C(C)CCC=CC=C(C)C3CC=CC=CC(C(C(C(C(=O)NC(C(=O)NC(C(=O)N4CCCC(N4)C(=O)O3)Cc5cccc(c5)O)C(C)C)CCC(=O)C)O)C)O)O)C)O)C)NC1=O)C,22,5,1ynd,1
SFM,CC1C(C=CC=CCC(OC(=O)C2CCCN(N2)C(=O)C(NC(=O)C(NC(=O)C(C1O)CCC(=O)C)C(C)C)Cc3cccc(c3)O)C(=CCO)C)O,22,3,1nmk,1
SFP,c1cc(ccc1c2c3ccc([nH]3)c(c4nc(c(c5ccc([nH]5)c(c6nc2C=C6)c7ccc(cc7)S(O)(O)[O-])c8ccc(cc8)S(O)(O)[O-])C=C4)c9ccc(cc9)S(O)(O)[O-])S(O)(O)[O-],16,9,1rit 1pxd 1jn2 1rir,4
SG9,CC1C2CCCC=CC3CC(CC4(O3)CC(CC(O4)CC(=O)C(C(C(C(=C)CC5CC(CC6(O5)CC(CC(O6)CC(=O)OC7C(C(C(C(O2)(CC1O)O)O)OC(C7O)CC(=C)CC(C=CC(=C)Cl)O)C)OC(=O)C)(C)O)C)OC(=O)C)C)OC)O,32,7,6fii,1
SH0,CC1(C(C2C=C3C(C(C(=CC4=NC(CC5C(=C(C(=N5)C=C1N2)CC(=O)O)CCC(=O)O)C(C4CC(=O)O)CCC(=O)O)N3)CCC(=O)O)(C)CC(=O)O)CCC(=O)O)CC(=O)O,16,5,2v4j,1
SHN,CC1(c2cc3nc(cc4c(c(c([nH]4)cc5nc(cc([nH]2)C1CCC(=O)O)C(=C5CCC(=O)O)CC(=O)O)CCC(=O)O)CC(=O)O)C(C3CCC(=O)O)(C)CC(=O)O)CC(=O)O,16,5,6p5x 6m2h 6m2e,3
SKZ,C=C1N2CCCNC(=O)CC34CC(=O)NCCCN5C(=C)O[Fe](O1)(O3)(O2)(O5)OC4=O,11,5,3tny,1
SPR,CC1CC=CC=CC(C(CC(C(C(C(CC(=O)O1)O)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)OC4CCC(C(O4)C)N(C)C,16,4,5igz 1kd1,2
SPX,CC1C=CC(CC(C(C2C(C(=CC(=O)O2)CC(CC(=CC=CC(=O)OC(C(C=CC(CC1O)OC)C)C(C)C(C(C)CCC(=O)C(C)C(CC=CN(C)C=O)OC)OC)C)OC)O)C)OC)OC,26,2,2aso,1
SQX,CC1CC(OC1=O)C2=C(C3C=C(C(CC4CCC5(O4)CCC6(O5)C(CCC(O6)CC(=C)CCCC7=NCC(C(CC37CC2)C)C)(C)O)O)C)C,19,7,2wzy,1
SRG,CC(C)C1C=CC(=O)NCCC=CC(C(=O)N1)NC(=O)C(C(C)C)NC(=O)NC(C(C)C)C(=O)O,12,1,2zcy 5cz6,2
SRN,CC1C2CC=CC3C(C4CC(O3)C(O4)C=CC=CC=CC(=O)OC5C=CC(CC=CCCC=CC(C(C(O2)CC1O)O)O)OC5C(=CC(C)CCCCC(=O)O)C)C,31,6,6vvz 6vvx 6vvy 6vvs 6vvt 1ynj,6
SRS,CC(C)CC(CS(=N)(=N)C)C(=O)NC1Cc2cn(c3c2cccc3)CCCCCCNC1=O,13,3,1mmr,1
SU3,CCC1CC1(C(=O)NS(=O)(=O)C2CC2)NC(=O)C3CC4CN3C(=O)C(NC(=O)OCC(CCCCc5cccc6c5CN(C6)C(=O)O4)(C)C)C(C)(C)C,20,6,5esb 3su5 3su4 3su6 3su3,5
SUE,CC(C)(C)C1C(=O)N2CC(CC2C(=O)NC3(CC3C=C)C(=O)NS(=O)(=O)C4CC4)Oc5c(nc6ccc(cc6n5)OC)CCCCCC7CC7OC(=O)N1,18,7,6p6q 6c2m 3sue 3sud 3sug 3suf,6
SWI,CC1CC(CC(O1)CCC(C)C(C(C)C2C(C(CC(C(C(CC3CC=CC(O3)CC(CC=C(C=CC(=O)OC(C(C(CC(C(C(CC4CC=CC(O4)CC(CC=C(C=CC(=O)O2)C)O)OC)C)O)O)C)C(C)C(C(C)CCC5CC(CC(O5)C)OC)O)C)O)OC)C)O)O)C)O)OC,40,5,1yxq,1
SWP,CC1CCCC(c2cc(ccn2)-c3ccc(cc3NC1=O)NC(=O)OC)N4CCC(=CC4=O)c5c(ccc(c5F)Cl)F,12,5,6w50,1
SY2,CC(C)C1C=CC(=O)NCCCCC(C(=O)N1)NC(=O)C(C(C)C)NC(=O)NC(C(C)C)C(=O)O,12,1,3gpj,1
T17,CCC1C2(C(C(C(=O)C(CC(C(C(C(=O)C(C(=O)O1)C)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCn4cc(nn4)CCCC(=O)NCC(=O)O)C,14,4,4p6f,1
T3Y,c1c(cc2c(c1Cc3cc(cc(c3O)Cc4cc(cc(c4O)Cc5cc(cc(c5O)C2)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)O)S(=O)(=O)O,16,5,4n0k 4pru 4prq 6gl5 3tyi 6ha4 4ye1 4n0j,8
T58,COc1ccc(cc1OC)CCC2c3cccc(c3)OCC=CCOc4cc(cc(c4OC)OC)C(C(=O)N5CCCCC5C(=O)O2)C6CCCCC6,19,6,7b9z,1
T5B,COc1ccc(cc1OC)CCC2c3cccc(c3)OCC(C(COc4cc(cc(c4OC)OC)C(C(=O)N5CCCCC5C(=O)O2)C6CCCCC6)O)O,19,6,7b9y,1
T5H,COc1ccc(cc1OC)CCC2c3cccc(c3)OCC(C(COc4c(cc(cc4OC)C(C(=O)N5CCCCC5C(=O)O2)C6CCCCC6)OC)O)O,20,7,7ba0,1
T64,CC1=CN2C3CC(C(O3)COP(=O)(OC4CC(N5C(C1=NC2=O)C(C(=O)NC5=O)(C)O)OC4COP(=O)(O)O)O)O,16,6,6r8y 4ym6 4ym5 6r93 6cfi,5
T76,c1cc2c(cc1Cl)CNC(=O)C3CCCN3C(=O)C(NC(=O)CCNC(=O)CO2)C4CCCCC4,17,4,1nt1,1
TA1,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(c5ccccc5)NC(=O)c6ccccc6)O)O)OC(=O)c7ccccc7)(CO4)OC(=O)C)O)C)OC(=O)C,8,7,5hnw 5hny 5hnx 5hnz 5m54 5m50 5m5m 5m5l 5m5o 5m5n 5m5i 5m5c 6i2i 4ck6 4ck7 4ck5 1jff 6wwl 6qex 6mlr 6mlq 2p4n 6qve 6qus 6ew0 4uxo 4uxt 4uxp 4uxr 6qvj 6zpi 5sye 6wwp 6wws 6wwm 6wwh 2hxf 2hxh 6b0c 6b0l 6b0i 5ogc 5syf 6rzb 6rza 6wvr 6wvm 6quy 6ve7 5w3j 7lvr 7lvq 6wwu 6wwv 6wwq 6wwr 6wwn 6wwo 6wwi 6wwk 6wwe 6wwf 6wwg 6wwt 3iz0 3edl 5nd3 5nd2 5nd4 5nd7 3dco 4uxy 4uxs 2wbe 6wvl 4aqv 4aqw 5mm4 5mm7 5ocu 5oam 6wwj 4uy0 3j6g 3j6p,85
TAO,CC1CC(C(C(O1)OC2C(CC3(CO3)C(=O)C(C(C(C(OC(=O)C(C(C2C)OC4CC(C(C(O4)C)OC(=O)C)OC)C)C)C)OC(=O)C)C)C)OC(=O)C)N(C)C,14,4,1ond 3i56,2
TC9,C[NH+]1CCc2cc(c3cc2C1Cc4ccc(cc4)Oc5c6c(cc(c5O)OC)CC[N+](C6Cc7ccc(c(c7)O3)O)(C)C)OC,18,8,2xyt,1
TEL,CCC1C2(C(C(C(=O)C(CC(C(C(C(=O)C(C(=O)O1)C)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCn4cc(nc4)c5cccnc5)C,14,5,4wf9 1yij 6ha1 6ha8 4v7z 4v7s 1p9x,7
TEX,CC(C)C1C(=O)NC(Cc2c[nH]c3c2c(ccc3C(C)(CCC=C(C)C)C=C)N1C)CO,9,3,5gm2,1
TNN,CC(C12C3C#CC=CC#CC(C1(O2)c4cc(c5c(c4N3)C(=O)c6c(ccc(c6O)OC)C5=O)O)O)O,10,6,5umy,1
TR8,[B-](C(CCO)NC(=O)C1CC2CN1C(=O)C(NC(=O)OCC(CCCCC3=CC=CC4C3CN(C4)C(=O)O2)(C)C)C(C)(C)C)(O)(O)O,20,4,2xni,1
TS2,C1CCNC(=O)CNC(=O)C(CSSCC(C(=O)NCC(=O)NCCCNC1)NC(=O)CCC(C(=O)O)N)NC(=O)CCC(C(=O)O)N,24,1,3grt,1
TSV,CC(C)(C)OC(=O)NC1CCCCCC=CC2CC2(NC(=O)C3CC(CN3C1=O)OC(=O)n4cc5cccc(c5c4)F)C(=O)NS(=O)(=O)C6CC6,15,6,5eqr 6n4n 6c2o 6c2n 3m5l 3su1 3su2 3su0,8
TT,CC12C3C4C1(C(=O)NC(=O)N4C5CC(C(O5)COP(=O)(O)O)OCOCC6C(CC(N3C(=O)NC2=O)O6)O)C,14,6,2xrz 4a93 2ja8 2ja7 2ja6,5
TTD,CC12C3C4C1(C(=O)NC(=O)N4C5CC(C(O5)COP(=O)(O)O)OP(=O)(OCC6C(CC(N3C(=O)NC2=O)O6)O)O)C,14,6,1sl1 1sl2 6o6c 1sks 3mfi 5zcw 1ttd 3pzp 4a0a 4a0b 4a09 4a08 5b24 6h68 6h67 3mr6 3mr5 3mr3 3si8,19
TTX,CC1C(=O)NC(C(=O)N(C(=Cc2ccccc2)C(=O)NCC(=O)N1C)C)CC(C)C,12,2,6vom 6vol 6voo 6vok 6voj 1kmh 6von,7
TUB,CN1CCc2cc(c3cc2C1Cc4ccc(cc4)Oc5c6c(cc(c5O)OC)CC[N+](C6Cc7ccc(c(c7)O3)O)(C)C)OC,18,8,3pmz,1
TXL,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(c5ccccc5)NC(=O)OC(C)(C)C)O)O)OC(=O)c6ccccc6)(CO4)OC(=O)C)O)C)O,8,6,1ia0 1tub,2
TYK,CCC1C(C=C(C=CC(=O)C(CC(C(C(C(CC(=O)O1)O)C)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)C)COC4C(C(C(C(O4)C)O)OC)OC,16,4,1k9m,1
U49,c1cc2ccc3cc2c(c1)N4CCC(C4=O)NCc5cncn5Cc6ccc(c(c6)O3)C#N,16,6,1ld8,1
U5Y,c1ccc(cc1)C2CCCN2C(=O)CC3C(=O)NC(Cc4ccc(cc4)Oc5cccc(c5)CCC(=O)N3)C(=O)NCc6ccccc6F,17,7,6wnk,1
U66,c1cc2ccc3cc2c(c1)N4CCC(C4=O)NCCc5cncn5CC6=CCC(C(C6)O3)C#N,17,6,1ld7,1
UIN,CCC(c1ccccc1)C2=C(C3=C(CCCCCC3)OC2=O)O,8,3,5upj,1
ULA,CC1CC(=O)CCCC(CC(=O)OC(C(C(CC=Cc2nc(co2)-c3nc(co3)-c4nc1co4)OC)C)CC(C(C)CCC(=O)C(C)C(C(C)C=CN(C)CO)OC(=O)C)OC)O,25,4,1s22,1
UMM,CC(C)C(C(=O)NC1Cc2cccc(c2)OCCCCOC(=O)C3CCCN(C1=O)N3)NC(=O)OC(C)(C)C,16,3,6x4m 6x3y,2
UNI,c1cc(cc(c1)NS(=O)(=O)c2ccc(cc2)C#N)C(C3CC3)C4=C(C5=C(CCCCCC5)OC4=O)O,8,5,1hpo,1
UO7,CC1c2ccc3cnc(cc3c2)C=CCC(=O)NC(C(=O)NC(C(=O)N4CCCC(N4)C(=O)O1)C)C(C)C,21,4,6x4o,1
UOD,CC1c2ccc3ccc(cc3n2)C=CC(C(=O)NC(C(=O)NC(C(=O)N4CCCC(N4)C(=O)O1)C)C(C)C)(C)C,21,4,6x4n,1
UOG,CC1c2ccc3ccc(cc3n2)C=CC(C(=O)OC(C(=O)NC(C(=O)N4CCCC(N4)C(=O)N1)C)C(C)C)(C)C,21,4,6x4p,1
UOJ,CC1c2ccc3ccc(cc3n2)C=CC(C(=O)OC(C(=O)NC(C(=O)N4CCCC(N4)C(=O)N1)C)C5CCC5)(C)C,21,5,6x4q,1
UP2,C1c2c(c(c([nH]2)Cc3c(c(c([nH]3)Cc4c(c(c([nH]4)Cc5c(c(c1[nH]5)CCC(=O)O)CC(=O)O)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O,16,5,2ybq,1
UP3,c1c2c(c(c([nH]2)cc3nc(cc4c(c(c([nH]4)cc5nc1C(=C5CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O)C(=C3CCC(=O)O)CC(=O)O)CC(=O)O)CCC(=O)O,16,5,3d8n,1
V14,C1CCCC(CCC1)Nc2c(c(c(c(c2S(=O)(=O)CCO)F)F)S(=O)(=O)N)F,8,2,6fe1 5e2m 5e2n 4q0l 4q07 4q09 4pyy 6ql3 6rmy,9
V4O,[O-][V]1(=O)O[V](=O)(O[V](=O)(O[V](=O)(O1)[O-])[O-])[O-],8,1,1l7v 1uzi,2
V56,CC(C)CC1C(=O)NC(CCC(=O)NCCCCCC(OC(=O)N1)c2cccc(c2)Cl)CO,17,2,5tg1,1
V5V,c1nc2c3c(n1)n(cn3)C4C(C5C(O4)COP(=O)(OC6C(COP(=O)(O5)S)OC(C6F)n7cnc8c7ncnc8NCC=CCN2)S)F,24,9,6xf4 6xf3,2
V64,CC(C)(C)OC(=O)NC1CCc2nnc(o2)CCCCNC(=O)CCC(NC(=O)C(NC1=O)CC3CCCCC3)CO,20,3,5dgj,1
V66,CC(C)(C)OC(=O)NC1CCc2nnc(o2)CCCCCNC(=O)CCC(NC(=O)C(NC1=O)CC3CCCCC3)CO,21,3,5dg6,1
V69,CCCCCC1CCCCCNC(=O)CCC(NC(=O)C(NC(=O)O1)CC(C)C)CO,17,1,5tg2,1
V6D,CC1CC(=CC=CC(=O)OC(Cc2nc(cs2)CCC(CC(=O)O1)N)C=C(C)C=CC(=CCN(C)C)C)C,19,2,6xki,1
V78,CC(C)C1C(=O)NCC=CCc2ccc(cc2)CC(C(=O)N1)(CCCN(Cc3ccc(cc3)C4CC=S=C4)NC(=O)C(C(C)(C)C)NC(=O)OC)O,15,5,4cpw 4cpu,2
V90,C1CCCC(CCC1)Nc2c(c(c(c(c2S(=O)(=O)N)F)F)SCCO)F,8,2,6rof 6fe0 5ogj 4q06 4q08 4pyx,6
VHA,Cc1ccc2cc1-c3cc(nc(n3)N)Sc4cccc(c4)OCCCCO2,16,4,3vha,1
VHC,Cc1cc(c2cc1-c3cc(nc(n3)N)Sc4cccc(c4)OCCCNC2=O)C,16,4,3vhc,1
VHE,Cc1cc(c2cc1-c3cc(nc(n3)N)SCCC(=O)NCCCNC2=O)C,16,3,3vhd,1
VIF,CC1C=CC(=O)NCC=CC(=CC(CC(Cc2nc(co2)C(=O)N3CCCC3C(=O)OC1C(C)C)F)O)C,23,3,4u27 4u20,2
VIR,CC1C=CC(=O)NCC=CC(=CC(CC(=O)Cc2nc(co2)C(=O)N3CCC=C3C(=O)OC1C(C)C)O)C,23,3,1n8r 4hus 4u25 1yit 1khr,5
VJ6,CC1C=C(C(C(CCC=C(C(=O)Nc2cc(cc(c2)OC)COCC(C1OC)OC)C)OC(=O)N)OC(=O)N)C,19,2,4jql,1
VLB,CCC1(CC2CC(c3c(c4ccccc4[nH]3)CCN(C2)C1)(c5cc6c(cc5OC)N(C7C68CCN9C8C(C=CC9)(C(C7(C(=O)OC)O)OC(=O)C)CC)C)C(=O)OC)O,9,9,5j2t 4eb6 1z2b 5bmv,4
W5D,c1c[nH]c2c1c(ncn2)N3CCCCCOCC3,9,3,5rsi,1
WEV,CC1CC(=CC=CC(C(OC(=O)C(=CC(=CC(C1O)C)C)OC)C(C)C(C(C)C2(CC(C(C(O2)C(C)C)C)O)O)O)OC)C,16,2,7khr,1
